Feature,Coefficient,Absolute_Coefficient
Date_2022-02-02,1.377761516009961e-07,1.377761516009961e-07
Date_2016-02-07,1.3773533996009135e-07,1.3773533996009135e-07
Date_2020-09-21,1.3737435367255613e-07,1.3737435367255613e-07
Date_2022-05-16,-1.3727562117469114e-07,1.3727562117469114e-07
Date_2010-07-24,1.3727522205665915e-07,1.3727522205665915e-07
Date_2021-09-07,1.3724709324216657e-07,1.3724709324216657e-07
Date_2016-06-29,1.3722499934132067e-07,1.3722499934132067e-07
Date_2018-07-14,-1.3710720986037578e-07,1.3710720986037578e-07
Date_2019-06-24,-1.368207748967799e-07,1.368207748967799e-07
Date_2022-06-13,-1.366842836733465e-07,1.366842836733465e-07
Date_2014-12-04,1.3668028452701122e-07,1.3668028452701122e-07
Date_2019-02-25,-1.36580850979153e-07,1.36580850979153e-07
Date_2012-03-23,1.365638009586686e-07,1.365638009586686e-07
Date_2015-05-21,-1.3649795417771545e-07,1.3649795417771545e-07
Date_2012-08-02,1.3646962755329055e-07,1.3646962755329055e-07
Date_2017-04-15,1.3623993379841374e-07,1.3623993379841374e-07
Date_2022-05-02,-1.3617175650515258e-07,1.3617175650515258e-07
Date_2022-04-16,-1.361652570506008e-07,1.361652570506008e-07
Date_2014-09-19,1.361437509841308e-07,1.361437509841308e-07
Date_2018-05-24,1.360198009332014e-07,1.360198009332014e-07
Date_2019-08-21,-1.3599394647909574e-07,1.3599394647909574e-07
Date_2019-04-26,1.3582372020162825e-07,1.3582372020162825e-07
Date_2022-02-15,-1.3582068218724142e-07,1.3582068218724142e-07
Date_2013-02-17,-1.3580945851693544e-07,1.3580945851693544e-07
Date_2012-11-17,-1.3578313635314927e-07,1.3578313635314927e-07
Date_2013-03-14,-1.3574231783662213e-07,1.3574231783662213e-07
Date_2014-10-08,1.3554421420498139e-07,1.3554421420498139e-07
Date_2012-04-22,-1.3535544923889018e-07,1.3535544923889018e-07
Date_2020-01-14,1.3535252273253225e-07,1.3535252273253225e-07
Date_2011-05-05,1.3535114178639718e-07,1.3535114178639718e-07
Date_2012-07-27,1.3530618180594452e-07,1.3530618180594452e-07
Date_2019-12-02,-1.3523410446558033e-07,1.3523410446558033e-07
Date_2013-01-27,1.3519926414348534e-07,1.3519926414348534e-07
Date_2023-01-29,1.3475661568949347e-07,1.3475661568949347e-07
Date_2012-01-31,-1.3460987165911474e-07,1.3460987165911474e-07
Date_2012-08-07,1.3448817057990362e-07,1.3448817057990362e-07
Date_2011-01-25,-1.3445164731063685e-07,1.3445164731063685e-07
Date_2013-11-17,1.343870254490761e-07,1.343870254490761e-07
Date_2011-01-02,1.343720288125658e-07,1.343720288125658e-07
Date_2021-02-12,-1.3434101244015063e-07,1.3434101244015063e-07
Date_2015-07-02,1.3430004390994944e-07,1.3430004390994944e-07
Date_2018-03-05,-1.3422241861044161e-07,1.3422241861044161e-07
Date_2015-04-12,1.3393519806986023e-07,1.3393519806986023e-07
Date_2012-10-04,1.3390644894489119e-07,1.3390644894489119e-07
Date_2014-06-25,1.3385020121903566e-07,1.3385020121903566e-07
Date_2012-01-09,-1.3383948127142883e-07,1.3383948127142883e-07
Date_2011-07-14,-1.3367681748681327e-07,1.3367681748681327e-07
Date_2015-08-17,1.3357783571435926e-07,1.3357783571435926e-07
Date_2016-08-18,-1.3352443141608117e-07,1.3352443141608117e-07
Date_2017-04-16,-1.334748849521582e-07,1.334748849521582e-07
Date_2016-04-03,1.3345321156075984e-07,1.3345321156075984e-07
Date_2022-01-27,-1.334089727317008e-07,1.334089727317008e-07
Date_2019-07-21,-1.3338242485356677e-07,1.3338242485356677e-07
Date_2013-09-10,-1.3337954659719787e-07,1.3337954659719787e-07
Date_2020-12-24,-1.332847020508547e-07,1.332847020508547e-07
Date_2017-05-17,-1.3322760485562536e-07,1.3322760485562536e-07
Date_2022-02-28,1.3309354382109857e-07,1.3309354382109857e-07
Date_2018-02-18,1.3301546748929557e-07,1.3301546748929557e-07
Date_2016-09-22,-1.3298083334954243e-07,1.3298083334954243e-07
Date_2022-11-10,1.3295466449731932e-07,1.3295466449731932e-07
Date_2015-06-17,1.3292475561300234e-07,1.3292475561300234e-07
Date_2018-06-02,-1.3291707026885092e-07,1.3291707026885092e-07
Date_2013-03-17,-1.3276808149268385e-07,1.3276808149268385e-07
Date_2014-04-05,-1.3274545771257523e-07,1.3274545771257523e-07
Date_2010-08-15,-1.3273602203433422e-07,1.3273602203433422e-07
Date_2013-08-03,-1.3271824206041414e-07,1.3271824206041414e-07
Date_2019-08-28,-1.3270186261168317e-07,1.3270186261168317e-07
Date_2017-12-14,1.3257383426064624e-07,1.3257383426064624e-07
Date_2014-10-06,1.324908673832142e-07,1.324908673832142e-07
Date_2012-10-19,1.319076153316128e-07,1.319076153316128e-07
Date_2019-01-26,-1.3189450654000167e-07,1.3189450654000167e-07
Date_2022-01-30,1.3187457666965216e-07,1.3187457666965216e-07
Date_2013-02-25,-1.3184926804014547e-07,1.3184926804014547e-07
Date_2010-12-17,-1.3182471825207855e-07,1.3182471825207855e-07
Date_2021-07-24,1.316848987226063e-07,1.316848987226063e-07
Date_2019-07-02,-1.3167712792515501e-07,1.3167712792515501e-07
Date_2018-02-04,-1.315115033939839e-07,1.315115033939839e-07
Date_2014-10-20,-1.3147883601223676e-07,1.3147883601223676e-07
Date_2019-03-08,-1.3145269251010503e-07,1.3145269251010503e-07
Date_2011-07-23,-1.3143951848344846e-07,1.3143951848344846e-07
Date_2013-11-09,-1.3126529440066446e-07,1.3126529440066446e-07
Date_2021-01-25,1.312291655019396e-07,1.312291655019396e-07
Date_2013-02-22,1.3116316341640106e-07,1.3116316341640106e-07
Date_2012-03-16,-1.311192690685767e-07,1.311192690685767e-07
Date_2014-06-03,-1.310995999587694e-07,1.310995999587694e-07
Date_2019-07-22,-1.3108377426349648e-07,1.3108377426349648e-07
Date_2016-03-19,-1.3106253455615465e-07,1.3106253455615465e-07
Date_2022-01-24,-1.3106155547928543e-07,1.3106155547928543e-07
Date_2017-03-05,-1.310115187686397e-07,1.310115187686397e-07
Date_2010-06-26,-1.309661895058088e-07,1.309661895058088e-07
Date_2018-06-30,-1.3090125747118346e-07,1.3090125747118346e-07
Date_2022-08-21,1.3081770039445459e-07,1.3081770039445459e-07
Date_2022-03-08,-1.306558228310192e-07,1.306558228310192e-07
Date_2017-04-27,-1.306160017535352e-07,1.306160017535352e-07
Date_2014-05-13,1.306052559406672e-07,1.306052559406672e-07
Date_2016-10-12,1.3035717743436182e-07,1.3035717743436182e-07
Date_2022-02-21,1.302473032939172e-07,1.302473032939172e-07
Date_2012-02-18,1.3020478770144033e-07,1.3020478770144033e-07
Date_2021-11-07,-1.3019053101980058e-07,1.3019053101980058e-07
Date_2010-08-31,1.300527974991127e-07,1.300527974991127e-07
Date_2020-02-03,-1.300218993144136e-07,1.300218993144136e-07
Date_2020-12-27,1.298596876682914e-07,1.298596876682914e-07
Date_2017-06-08,-1.297011191491633e-07,1.297011191491633e-07
Date_2011-10-27,1.296793165935328e-07,1.296793165935328e-07
Date_2021-07-22,-1.296121600716725e-07,1.296121600716725e-07
Date_2017-06-15,1.2960071691883537e-07,1.2960071691883537e-07
Date_2022-09-25,-1.29589836538857e-07,1.29589836538857e-07
Date_2016-01-07,1.2943488520321803e-07,1.2943488520321803e-07
Date_2020-03-15,1.292204743349408e-07,1.292204743349408e-07
Date_2016-01-05,-1.292185856110684e-07,1.292185856110684e-07
Date_2019-10-01,-1.2892665535358688e-07,1.2892665535358688e-07
Date_2016-08-20,1.2890415974710476e-07,1.2890415974710476e-07
Date_2021-09-06,1.2884249970551346e-07,1.2884249970551346e-07
Date_2011-05-06,1.2871045216639977e-07,1.2871045216639977e-07
Date_2023-01-12,1.2866893421981995e-07,1.2866893421981995e-07
Date_2020-07-06,-1.2819033430235016e-07,1.2819033430235016e-07
Date_2017-04-01,-1.277835928784166e-07,1.277835928784166e-07
Date_2020-05-04,-1.2762197688190757e-07,1.2762197688190757e-07
Date_2018-03-14,1.2741324573635546e-07,1.2741324573635546e-07
Date_2014-01-03,-1.273548078823767e-07,1.273548078823767e-07
Date_2018-12-10,-1.2718945675481846e-07,1.2718945675481846e-07
Date_2018-07-28,1.2704865438028969e-07,1.2704865438028969e-07
Date_2018-01-05,-1.2700510002804869e-07,1.2700510002804869e-07
Date_2010-08-26,-1.2686690655572712e-07,1.2686690655572712e-07
Date_2012-07-31,-1.2682456403990397e-07,1.2682456403990397e-07
Date_2019-11-08,-1.2679012460047525e-07,1.2679012460047525e-07
Date_2018-02-21,1.2667619822486106e-07,1.2667619822486106e-07
Date_2014-06-07,-1.2654582279157152e-07,1.2654582279157152e-07
Date_2019-08-10,1.264185757851533e-07,1.264185757851533e-07
Date_2017-12-16,-1.2633568857685422e-07,1.2633568857685422e-07
Date_2020-07-25,1.262833935109693e-07,1.262833935109693e-07
Date_2019-08-03,1.2628089256092382e-07,1.2628089256092382e-07
Date_2019-07-24,-1.261596014303108e-07,1.261596014303108e-07
Date_2014-11-29,1.260990345542807e-07,1.260990345542807e-07
Date_2016-07-20,-1.2596056530516867e-07,1.2596056530516867e-07
Date_2013-12-25,-1.2582796796140192e-07,1.2582796796140192e-07
Date_2019-07-15,-1.2577202662708209e-07,1.2577202662708209e-07
Date_2011-03-17,-1.257644914207421e-07,1.257644914207421e-07
Date_2018-03-13,1.256734227984262e-07,1.256734227984262e-07
Date_2012-04-01,-1.256588774980844e-07,1.256588774980844e-07
Date_2013-07-22,-1.256014448950066e-07,1.256014448950066e-07
Date_2015-05-18,-1.2548918188711046e-07,1.2548918188711046e-07
Date_2021-12-05,1.2542772945217988e-07,1.2542772945217988e-07
Date_2015-03-17,-1.2541629926524327e-07,1.2541629926524327e-07
Date_2013-05-30,1.2541222173918045e-07,1.2541222173918045e-07
Date_2013-09-21,-1.2531858980450046e-07,1.2531858980450046e-07
Date_2010-09-29,1.2530619911033094e-07,1.2530619911033094e-07
Date_2012-01-29,1.2519337653192302e-07,1.2519337653192302e-07
Date_2022-05-08,-1.2519210759062246e-07,1.2519210759062246e-07
Date_2012-10-12,-1.2498849031313623e-07,1.2498849031313623e-07
Date_2021-09-20,1.2463452877978596e-07,1.2463452877978596e-07
Date_2020-04-04,-1.2453722783408714e-07,1.2453722783408714e-07
Date_2014-02-04,1.2437020358449476e-07,1.2437020358449476e-07
Date_2016-10-10,-1.2434972530748101e-07,1.2434972530748101e-07
Date_2011-06-29,1.2427745134405747e-07,1.2427745134405747e-07
Date_2014-01-25,1.2425219080397757e-07,1.2425219080397757e-07
Date_2012-04-09,-1.2423942205116833e-07,1.2423942205116833e-07
Date_2016-11-27,1.2417462982250924e-07,1.2417462982250924e-07
Date_2012-12-05,1.2408598667098164e-07,1.2408598667098164e-07
Date_2015-10-26,-1.2407258955071578e-07,1.2407258955071578e-07
Date_2015-03-02,1.2401881921973882e-07,1.2401881921973882e-07
Date_2021-02-14,1.2389220156236455e-07,1.2389220156236455e-07
Date_2016-07-16,-1.238507533967044e-07,1.238507533967044e-07
Date_2014-01-08,1.2383643034327519e-07,1.2383643034327519e-07
Date_2019-07-19,-1.2380570377832706e-07,1.2380570377832706e-07
Date_2016-12-01,-1.2378453051632435e-07,1.2378453051632435e-07
Date_2020-08-20,1.2374467414460725e-07,1.2374467414460725e-07
Date_2012-05-26,1.2363049392433137e-07,1.2363049392433137e-07
Date_2012-07-17,1.2355096384165028e-07,1.2355096384165028e-07
Date_2014-08-20,1.2354879824330074e-07,1.2354879824330074e-07
Date_2010-07-29,1.2353400766240922e-07,1.2353400766240922e-07
Date_2021-04-20,1.2352597175898635e-07,1.2352597175898635e-07
Date_2023-01-26,1.234762197294196e-07,1.234762197294196e-07
Date_2015-02-02,1.2345163652502248e-07,1.2345163652502248e-07
Date_2019-03-09,1.2336226480912745e-07,1.2336226480912745e-07
Date_2011-12-30,1.2334197120428568e-07,1.2334197120428568e-07
Date_2013-04-19,1.2328538077532548e-07,1.2328538077532548e-07
Date_2018-04-22,-1.2315964119196688e-07,1.2315964119196688e-07
Date_2021-10-23,-1.2311082817035572e-07,1.2311082817035572e-07
Date_2016-03-30,1.2308672328030596e-07,1.2308672328030596e-07
Date_2020-07-04,1.230858646108256e-07,1.230858646108256e-07
Date_2019-03-01,1.2302825416586803e-07,1.2302825416586803e-07
Date_2022-08-29,-1.2300944473965139e-07,1.2300944473965139e-07
Date_2022-12-18,1.2298048074705725e-07,1.2298048074705725e-07
Date_2020-03-12,1.2295577891704974e-07,1.2295577891704974e-07
Date_2012-11-22,1.2293454867874538e-07,1.2293454867874538e-07
Date_2019-12-03,-1.2290541615933857e-07,1.2290541615933857e-07
Date_2017-09-06,1.228544572966651e-07,1.228544572966651e-07
Date_2015-09-11,1.2276542877692294e-07,1.2276542877692294e-07
Date_2019-06-14,1.2262063442647926e-07,1.2262063442647926e-07
Date_2016-05-20,1.2259572036790035e-07,1.2259572036790035e-07
Date_2021-05-10,-1.2254631422467646e-07,1.2254631422467646e-07
Date_2020-06-18,-1.2246542117097826e-07,1.2246542117097826e-07
Date_2011-12-19,-1.2229457175168073e-07,1.2229457175168073e-07
Date_2016-12-15,1.222914205393334e-07,1.222914205393334e-07
Date_2017-03-14,-1.222021000801443e-07,1.222021000801443e-07
Date_2022-12-12,-1.2215731867612194e-07,1.2215731867612194e-07
Date_2013-09-24,-1.2214126458085267e-07,1.2214126458085267e-07
Date_2016-12-07,1.2200134112803517e-07,1.2200134112803517e-07
Date_2018-10-25,1.2188032201587634e-07,1.2188032201587634e-07
Date_2012-07-24,-1.2177113765534688e-07,1.2177113765534688e-07
Date_2010-11-19,1.217704829507644e-07,1.217704829507644e-07
Date_2016-08-27,1.2161877896194982e-07,1.2161877896194982e-07
Date_2021-04-09,1.2159079217085423e-07,1.2159079217085423e-07
Date_2013-12-23,-1.215635630988559e-07,1.215635630988559e-07
Date_2014-10-27,-1.2149745227165569e-07,1.2149745227165569e-07
Date_2015-07-20,-1.2145092972526415e-07,1.2145092972526415e-07
Date_2016-02-23,-1.2142454140894512e-07,1.2142454140894512e-07
Date_2010-09-09,1.21379443274552e-07,1.21379443274552e-07
Date_2016-08-06,-1.2127698426649123e-07,1.2127698426649123e-07
Date_2016-06-19,-1.212723020997144e-07,1.212723020997144e-07
Date_2011-12-16,1.2125861985833672e-07,1.2125861985833672e-07
Date_2017-11-06,1.2085430645480214e-07,1.2085430645480214e-07
Date_2020-01-30,-1.2082412229632997e-07,1.2082412229632997e-07
Date_2019-07-16,-1.2076150394017952e-07,1.2076150394017952e-07
Date_2020-11-30,1.2066248129953785e-07,1.2066248129953785e-07
Date_2014-04-02,-1.2066006136335837e-07,1.2066006136335837e-07
Date_2020-11-29,1.2060710692507475e-07,1.2060710692507475e-07
Date_2018-12-26,1.2057928769829382e-07,1.2057928769829382e-07
Date_2016-01-29,1.2055634616337166e-07,1.2055634616337166e-07
Date_2016-10-08,1.2042248062731055e-07,1.2042248062731055e-07
Date_2020-12-04,-1.2036344173783e-07,1.2036344173783e-07
Date_2019-11-13,1.2025399343338792e-07,1.2025399343338792e-07
Date_2021-09-04,-1.2025203915563663e-07,1.2025203915563663e-07
Date_2020-11-24,1.20153892252062e-07,1.20153892252062e-07
Date_2020-09-24,-1.201448774284966e-07,1.201448774284966e-07
Date_2021-06-21,1.2010238213517577e-07,1.2010238213517577e-07
Date_2014-04-19,-1.1997516757531133e-07,1.1997516757531133e-07
Date_2019-10-11,1.1997502493773244e-07,1.1997502493773244e-07
Date_2022-05-03,-1.1992410759798803e-07,1.1992410759798803e-07
Date_2011-06-27,1.1979707098950155e-07,1.1979707098950155e-07
Date_2012-10-24,-1.1975938472114474e-07,1.1975938472114474e-07
Date_2020-04-15,1.1969675863677514e-07,1.1969675863677514e-07
Date_2017-01-24,-1.196363768104914e-07,1.196363768104914e-07
Date_2013-07-10,1.1957543953667466e-07,1.1957543953667466e-07
Date_2016-09-02,1.195502206412818e-07,1.195502206412818e-07
Date_2014-07-03,1.195043576119998e-07,1.195043576119998e-07
Date_2018-11-23,-1.1947451764124362e-07,1.1947451764124362e-07
Date_2011-11-07,-1.1946838225927232e-07,1.1946838225927232e-07
Date_2013-06-09,1.1941617808285295e-07,1.1941617808285295e-07
Date_2022-02-24,-1.1930988978848637e-07,1.1930988978848637e-07
Date_2011-09-02,-1.1927881388879154e-07,1.1927881388879154e-07
Date_2017-02-20,-1.1895868971988958e-07,1.1895868971988958e-07
Date_2021-05-16,-1.1890409175126811e-07,1.1890409175126811e-07
Date_2018-09-13,1.1890257500717536e-07,1.1890257500717536e-07
Date_2014-06-29,1.1885246758291424e-07,1.1885246758291424e-07
Date_2012-04-03,1.187817611429883e-07,1.187817611429883e-07
Date_2019-01-27,-1.1875889618926537e-07,1.1875889618926537e-07
Date_2011-08-15,-1.1874276881692279e-07,1.1874276881692279e-07
Date_2020-04-24,1.1872192986940157e-07,1.1872192986940157e-07
Date_2019-05-31,1.1870703036397164e-07,1.1870703036397164e-07
Date_2021-06-29,-1.1868777276810809e-07,1.1868777276810809e-07
Date_2015-11-23,1.1867857372712528e-07,1.1867857372712528e-07
Date_2016-06-25,1.1855388176707028e-07,1.1855388176707028e-07
Date_2013-12-13,-1.1849950578214346e-07,1.1849950578214346e-07
Date_2014-11-26,-1.1838267611517178e-07,1.1838267611517178e-07
Date_2016-01-13,1.1835938113682285e-07,1.1835938113682285e-07
Date_2017-03-22,-1.183557716812065e-07,1.183557716812065e-07
Date_2015-11-10,-1.183288612789231e-07,1.183288612789231e-07
Date_2012-01-26,1.1830289621435246e-07,1.1830289621435246e-07
Date_2014-09-24,1.1823411277497122e-07,1.1823411277497122e-07
Date_2015-01-26,1.1808409343259775e-07,1.1808409343259775e-07
Date_2020-12-22,-1.1804333351444578e-07,1.1804333351444578e-07
Date_2017-11-01,-1.1793055383353911e-07,1.1793055383353911e-07
Date_2012-05-11,1.1784562307956788e-07,1.1784562307956788e-07
Date_2010-07-11,-1.1783474832680495e-07,1.1783474832680495e-07
Date_2019-02-23,1.1769147705705127e-07,1.1769147705705127e-07
Date_2010-08-20,1.1757972150088653e-07,1.1757972150088653e-07
Date_2015-06-02,-1.1722553302467364e-07,1.1722553302467364e-07
Date_2012-12-07,-1.1700993151476616e-07,1.1700993151476616e-07
Date_2019-03-02,-1.1676184259354118e-07,1.1676184259354118e-07
Date_2018-07-09,1.16753709707953e-07,1.16753709707953e-07
Date_2011-05-16,-1.1669540893735273e-07,1.1669540893735273e-07
Date_2021-12-29,-1.1665329269037776e-07,1.1665329269037776e-07
Date_2012-04-07,1.1656147882404606e-07,1.1656147882404606e-07
Date_2022-09-10,-1.1653712016445594e-07,1.1653712016445594e-07
Date_2021-10-21,-1.1650278225136827e-07,1.1650278225136827e-07
Date_2016-12-08,1.1648399566683355e-07,1.1648399566683355e-07
Date_2018-03-09,-1.1635630637794769e-07,1.1635630637794769e-07
Date_2011-12-22,1.1632811859985554e-07,1.1632811859985554e-07
Date_2011-11-12,1.1628732057092608e-07,1.1628732057092608e-07
Date_2011-11-01,1.162854525036307e-07,1.162854525036307e-07
Date_2021-02-26,-1.1626296122016774e-07,1.1626296122016774e-07
Date_2014-05-26,1.162233427222823e-07,1.162233427222823e-07
Date_2015-07-18,-1.1622215043563406e-07,1.1622215043563406e-07
Date_2021-01-30,1.1621935085246757e-07,1.1621935085246757e-07
Date_2016-03-28,1.1616500515232882e-07,1.1616500515232882e-07
Date_2018-01-06,1.1616428187998962e-07,1.1616428187998962e-07
Date_2018-10-04,-1.1590412997322038e-07,1.1590412997322038e-07
Date_2010-07-07,-1.1589426798148886e-07,1.1589426798148886e-07
Date_2015-08-27,-1.1581622336858758e-07,1.1581622336858758e-07
Date_2021-02-13,-1.1575574840210682e-07,1.1575574840210682e-07
Date_2011-02-24,1.1572242364586611e-07,1.1572242364586611e-07
Date_2021-11-14,1.1565489025317169e-07,1.1565489025317169e-07
Date_2012-06-13,-1.155765025823735e-07,1.155765025823735e-07
Date_2018-08-11,-1.1550572583262176e-07,1.1550572583262176e-07
Date_2015-11-16,-1.1549109748063539e-07,1.1549109748063539e-07
Date_2022-10-21,1.153477671166934e-07,1.153477671166934e-07
Date_2020-09-08,1.1523854769915428e-07,1.1523854769915428e-07
Date_2012-08-19,-1.1521441106419349e-07,1.1521441106419349e-07
Date_2011-07-20,-1.150092133823198e-07,1.150092133823198e-07
Date_2010-10-08,1.1499270572118318e-07,1.1499270572118318e-07
Date_2020-02-10,-1.149750258009858e-07,1.149750258009858e-07
Date_2021-08-20,-1.149714447193386e-07,1.149714447193386e-07
